index,softwareUnderstanding,understandingConcepts,practiceSM,testSM
7127,39,55.5,47.5,39.5
7128,46,59.0,67.0,62.0
7129,41,56.5,28.5,23.5
7130,53,62.5,66.5,55.5
7131,40,56.0,30.0,31.0
7132,46,59.0,33.0,63.0
7133,29,50.5,37.5,48.5
7134,81,76.5,46.5,79.5
7135,75,73.5,53.5,85.5
7136,11,41.5,54.5,25.5
7137,34,53.0,66.0,38.0
7138,38,55.0,61.0,21.0
7139,35,53.5,32.5,43.5
7140,39,55.5,42.5,38.5
7141,49,60.5,43.5,36.5
7142,45,58.5,27.5,72.5
7143,34,53.0,54.0,37.0
7144,44,58.0,47.0,67.0
7145,33,52.5,33.5,33.5
7146,16,44.0,18.0,41.0
7147,44,58.0,43.0,34.0
7148,43,57.5,70.5,32.5
7149,54,63.0,39.0,42.0
7150,49,60.5,31.5,37.5
7151,46,59.0,41.0,60.0
7152,48,60.0,64.0,46.0
7153,43,57.5,51.5,22.5
7154,39,55.5,29.5,58.5
7155,15,43.5,17.5,45.5
7156,60,66.0,79.0,79.0
7157,31,51.5,54.5,51.5
7158,35,54.0,30.5,23.5
7159,40,56.5,67.0,52.0
7160,36,54.5,47.0,36.0
7161,39,56.0,36.5,37.5
7162,31,52.0,54.5,38.5
7163,66,69.5,66.0,76.0
7164,32,52.5,37.0,35.0
7165,40,56.5,25.0,28.0
7166,44,58.5,54.0,50.0
7167,56,64.5,44.0,62.0
7168,52,62.5,50.0,64.0
7169,49,61.0,30.5,50.5
7170,65,69.0,33.5,67.5
7171,56,64.5,32.0,66.0
7172,28,50.5,59.0,41.0
7173,12,42.5,48.0,14.0
7174,36,54.5,43.0,53.0
7175,65,69.0,62.5,48.5
7176,44,58.5,24.0,30.0
7177,28,50.5,47.0,26.0
7178,44,58.5,57.0,30.0
7179,56,64.5,53.0,48.0
7180,39,56.0,19.5,60.5
7181,39,56.0,50.5,38.5
7182,48,60.5,59.0,53.0
7183,51,62.0,27.5,62.5
7184,78,75.5,47.0,64.0
7185,40,56.5,54.0,25.0
7186,40,56.5,30.0,37.0
7187,59,66.0,47.5,65.5
7188,33,53.0,28.5,26.5
7189,40,56.5,62.0,63.0
7190,40,56.5,47.0,68.0
7191,25,49.0,13.5,55.5
7192,40,56.5,55.0,61.0
7193,75,74.0,47.5,37.5
7194,50,61.5,48.0,25.0
7195,34,53.5,38.0,20.0
7196,51,62.0,55.5,58.5
7197,74,73.5,69.0,80.0
7198,74,73.5,44.0,43.0
7199,25,49.0,43.5,42.5
7200,48,60.5,63.0,52.0
7201,34,53.5,31.0,66.0
7202,21,47.0,26.5,25.5
7203,38,55.5,58.0,61.0
7204,49,61.0,48.5,70.5
7205,60,66.5,57.0,55.0
7206,60,66.5,52.0,57.0
7207,38,55.5,62.0,28.0
7208,26,49.5,37.0,16.0
7209,32,52.5,55.0,18.0
7210,48,60.5,50.0,53.0
7211,62,67.5,36.0,57.0
7212,72,72.5,73.0,82.0
7213,25,49.0,55.5,38.5
7214,58,65.5,72.0,59.0
7215,27,50.0,22.5,44.5
7216,48,60.5,64.0,63.0
7217,41,57.0,27.5,45.5
7218,53,63.0,29.5,59.5
7219,39,56.0,38.5,37.5
7220,34,53.5,23.0,33.0
7221,62,67.5,59.0,76.0
7222,47,60.0,61.5,73.5
7223,30,51.5,31.0,44.0
7224,60,66.5,42.0,35.0
7225,47,60.0,51.5,38.5
7226,42,57.5,33.0,51.0
7227,18,45.5,29.0,29.0
7228,18,45.5,24.0,52.0
7229,58,65.5,29.0,57.0
7230,85,79.0,75.5,42.5
7231,47,60.0,36.5,56.5
7232,47,60.0,63.5,35.5
7233,42,57.5,59.0,25.0
7234,71,72.0,81.5,66.5
7235,71,72.0,84.5,71.5
7236,60,66.5,56.0,64.0
7237,63,68.0,81.5,66.5
7238,34,53.5,23.0,45.0
7239,47,60.0,72.5,33.5
7240,59,66.0,46.5,70.5
7241,37,55.0,51.5,63.5
7242,63,68.0,65.5,81.5
7243,33,53.0,32.5,44.5
7244,46,59.5,60.0,23.0
7245,82,77.5,75.0,85.0
7246,53,63.0,71.5,42.5
7247,63,68.0,73.5,45.5
7248,32,52.5,61.0,53.0
7249,54,63.5,60.0,52.0
7250,59,66.0,48.5,58.5
7251,42,57.5,51.0,53.0
7252,63,68.0,35.5,36.5
7253,64,68.5,82.0,76.0
7254,29,51.0,28.5,46.5
7255,34,53.5,52.0,62.0
7256,46,59.5,46.0,32.0
7257,57,65.0,45.5,31.5
7258,28,50.5,14.0,22.0
7259,54,63.5,30.0,47.0
7260,37,55.0,32.5,29.5
7261,54,63.5,31.0,40.0
7262,64,68.5,58.0,48.0
7263,22,47.5,25.0,28.0
7264,69,71.0,45.5,35.5
7265,46,59.5,58.0,43.0
7266,29,51.0,58.5,24.5
7267,43,58.0,38.5,40.5
7268,50,61.5,63.0,74.0
7269,45,59.0,43.5,57.5
7270,43,58.0,66.5,56.5
7271,64,68.5,80.0,48.0
7272,57,65.0,33.5,42.5
7273,54,63.5,77.0,76.0
7274,45,59.0,54.5,51.5
7275,28,50.5,54.0,36.0
7276,57,65.0,47.5,71.5
7277,45,59.0,26.5,54.5
7278,35,54.0,42.5,59.5
7279,55,64.0,71.5,69.5
7280,32,52.5,51.0,50.0
7281,55,64.0,74.5,69.5
7282,35,54.0,66.5,36.5
7283,49,61.0,59.5,54.5
7284,26,49.5,40.0,53.0
7285,9,41.0,22.5,27.5
7286,46,60.0,33.0,40.0
7287,21,47.5,60.5,42.5
7288,52,63.0,65.0,63.0
7289,32,53.0,59.0,16.0
7290,47,60.5,64.5,59.5
7291,35,54.5,36.5,55.5
7292,67,70.5,66.5,71.5
7293,82,78.0,82.0,82.0
7294,52,63.0,36.0,37.0
7295,57,65.5,35.5,31.5
7296,32,53.0,22.0,19.0
7297,22,48.0,16.0,38.0
7298,33,53.5,42.5,53.5
7299,69,71.5,75.5,72.5
7300,69,71.5,75.5,81.5
7301,55,64.5,52.5,49.5
7302,50,62.0,33.0,58.0
7303,34,54.0,67.0,51.0
7304,48,61.0,65.0,34.0
7305,73,73.5,73.5,40.5
7306,67,70.5,76.5,51.5
7307,39,56.5,45.5,42.5
7308,82,78.0,80.0,86.0
7309,36,55.0,42.0,58.0
7310,49,61.5,49.5,49.5
7311,35,54.5,42.5,42.5
7312,28,51.0,42.0,17.0
7313,38,56.0,38.0,47.0
7314,30,52.0,54.0,58.0
7315,60,67.0,33.0,71.0
7316,50,62.0,66.0,26.0
7317,60,67.0,70.0,50.0
7318,76,75.0,73.0,71.0
7319,49,61.5,56.5,66.5
7320,28,51.0,64.0,15.0
7321,63,68.5,79.5,39.5
7322,28,51.0,47.0,30.0
7323,38,56.0,55.0,32.0
7324,36,55.0,68.0,46.0
7325,64,69.0,43.0,71.0
7326,48,61.0,29.0,40.0
7327,52,63.0,29.0,53.0
7328,77,75.5,78.5,49.5
7329,25,49.5,49.5,27.5
7330,52,63.0,63.0,27.0
7331,43,58.5,55.5,53.5
7332,49,61.5,64.5,66.5
7333,28,51.0,22.0,39.0
7334,78,76.0,80.0,88.0
7335,35,54.5,17.5,36.5
7336,30,52.0,26.0,39.0
7337,78,76.0,62.0,49.0
7338,34,54.0,24.0,45.0
7339,55,64.5,61.5,58.5
7340,42,58.0,39.0,40.0
7341,38,56.0,58.0,56.0
7342,28,51.0,64.0,25.0
7343,48,61.0,35.0,34.0
7344,25,49.5,46.5,20.5
7345,25,49.5,43.5,56.5
7346,32,53.0,43.0,31.0
7347,59,66.5,65.5,67.5
7348,52,63.0,39.0,48.0
7349,52,63.0,26.0,26.0
7350,53,63.5,74.5,69.5
7351,80,77.0,87.0,55.0
7352,24,49.0,19.0,22.0
7353,81,77.5,82.5,53.5
7354,71,72.5,66.5,63.5
7355,58,66.0,35.0,35.0
7356,51,62.5,74.5,57.5
7357,31,52.5,39.5,40.5
7358,43,58.5,52.5,47.5
7359,35,54.5,63.5,30.5
7360,50,62.0,26.0,40.0
7361,60,67.0,52.0,66.0
7362,53,63.5,30.5,42.5
7363,47,60.5,51.5,68.5
7364,23,48.5,56.5,12.5
7365,32,53.0,65.0,52.0
7366,52,63.0,38.0,27.0
7367,45,59.5,57.5,69.5
7368,27,50.5,59.5,40.5
7369,56,65.0,50.0,77.0
7370,65,69.5,74.5,71.5
7371,36,55.0,31.0,58.0
7372,72,73.0,38.0,44.0
7373,45,59.5,39.5,51.5
7374,44,59.0,71.0,67.0
7375,21,47.5,28.5,30.5
7376,43,58.5,49.5,46.5
7377,50,62.0,44.0,31.0
7378,52,63.0,74.0,48.0
7379,56,65.0,77.0,36.0
7380,28,51.0,42.0,33.0
7381,18,46.0,33.0,54.0
7382,38,56.0,55.0,38.0
7383,37,55.5,40.5,25.5
7384,52,63.0,58.0,33.0
7385,49,61.5,57.5,46.5
7386,50,62.0,25.0,63.0
7387,21,47.5,19.5,40.5
7388,51,62.5,27.5,68.5
7389,30,52.0,62.0,27.0
7390,36,55.0,62.0,25.0
7391,36,55.0,38.0,34.0
7392,47,60.5,68.5,34.5
7393,59,66.5,67.5,44.5
7394,47,60.5,62.5,59.5
7395,72,73.0,64.0,85.0
7396,36,55.0,42.0,64.0
7397,47,60.5,65.5,50.5
7398,26,50.0,42.0,21.0
7399,44,59.0,40.0,25.0
7400,57,65.5,66.5,48.5
7401,50,62.0,34.0,58.0
7402,47,60.5,42.5,66.5
7403,46,60.0,24.0,59.0
7404,48,61.0,43.0,68.0
7405,32,53.0,51.0,26.0
7406,48,61.0,66.0,37.0
7407,49,61.5,30.5,34.5
7408,50,62.0,45.0,60.0
7409,37,55.5,41.5,60.5
7410,85,80.0,84.5,70.5
7411,39,57.0,64.5,33.5
7412,39,57.0,61.5,59.5
7413,39,57.0,53.5,36.5
7414,59,67.0,62.5,74.5
7415,32,53.5,33.0,36.0
7416,38,56.5,56.0,28.0
7417,50,62.5,54.0,66.0
7418,48,61.5,51.0,29.0
7419,51,63.0,66.5,69.5
7420,48,61.5,45.0,30.0
7421,50,62.5,33.0,40.0
7422,51,63.0,29.5,38.5
7423,19,47.0,13.5,35.5
7424,51,63.0,66.5,37.5
7425,78,76.5,39.0,86.0
7426,78,76.5,41.0,64.0
7427,48,61.5,55.0,60.0
7428,51,63.0,58.5,46.5
7429,48,61.5,57.0,70.0
7430,30,52.5,36.0,46.0
7431,74,74.5,85.0,44.0
7432,74,74.5,71.0,43.0
7433,73,74.0,49.5,74.5
7434,29,52.0,27.5,58.5
7435,33,54.0,40.5,50.5
7436,33,54.0,18.5,35.5
7437,71,73.0,53.5,62.5
7438,47,61.0,34.5,34.5
7439,51,63.0,25.5,64.5
7440,52,63.5,63.0,48.0
7441,29,52.0,49.5,38.5
7442,71,73.0,41.5,44.5
7443,52,63.5,59.0,35.0
7444,32,53.5,29.0,33.0
7445,33,54.0,41.5,34.5
7446,33,54.0,42.5,24.5
7447,46,60.5,29.0,49.0
7448,29,52.0,57.5,46.5
7449,53,64.0,44.5,52.5
7450,46,60.5,73.0,51.0
7451,70,72.5,85.0,42.0
7452,53,64.0,27.5,45.5
7453,29,52.0,38.5,25.5
7454,34,54.5,51.0,46.0
7455,69,72.0,75.5,55.5
7456,21,48.0,15.5,32.5
7457,22,48.5,39.0,28.0
7458,68,71.5,73.0,61.0
7459,34,54.5,45.0,57.0
7460,34,54.5,20.0,34.0
7461,54,64.5,56.0,69.0
7462,54,64.5,44.0,46.0
7463,34,54.5,50.0,49.0
7464,44,59.5,52.0,66.0
7465,66,70.5,47.0,78.0
7466,32,53.5,37.0,61.0
7467,28,51.5,41.0,30.0
7468,55,65.0,63.5,46.5
7469,22,48.5,21.0,27.0
7470,55,65.0,76.5,77.5
7471,44,59.5,61.0,22.0
7472,65,70.0,55.5,35.5
7473,16,45.5,47.0,24.0
7474,55,65.0,66.5,59.5
7475,44,59.5,48.0,62.0
7476,55,65.0,30.5,41.5
7477,65,70.0,52.5,43.5
7478,65,70.0,74.5,41.5
7479,55,65.0,54.5,58.5
7480,23,49.0,40.5,55.5
7481,35,55.0,52.5,51.5
7482,35,55.0,63.5,41.5
7483,43,59.0,60.5,51.5
7484,64,69.5,63.0,36.0
7485,43,59.0,42.5,30.5
7486,43,59.0,50.5,67.5
7487,36,55.5,65.0,28.0
7488,56,65.5,60.0,52.0
7489,42,58.5,35.0,70.0
7490,36,55.5,37.0,36.0
7491,63,69.0,46.5,52.5
7492,23,49.0,17.5,36.5
7493,56,65.5,60.0,69.0
7494,57,66.0,60.5,42.5
7495,57,66.0,70.5,41.5
7496,62,68.5,71.0,65.0
7497,62,68.5,38.0,63.0
7498,32,53.5,27.0,33.0
7499,57,66.0,47.5,59.5
7500,32,53.5,16.0,20.0
7501,37,56.0,55.5,67.5
7502,41,58.0,48.5,27.5
7503,37,56.0,26.5,32.5
7504,57,66.0,61.5,31.5
7505,62,68.5,51.0,55.0
7506,37,56.0,54.5,29.5
7507,37,56.0,40.5,46.5
7508,40,57.5,53.0,44.0
7509,37,56.0,57.5,34.5
7510,40,57.5,41.0,41.0
7511,27,51.0,16.5,58.5
7512,61,68.0,40.5,61.5
7513,40,57.5,67.0,44.0
7514,37,56.0,54.5,52.5
7515,81,78.0,72.5,68.5
7516,37,56.0,54.5,62.5
7517,26,50.5,41.0,37.0
7518,40,57.5,57.0,29.0
7519,58,66.5,42.0,60.0
7520,38,56.5,40.0,50.0
7521,58,66.5,46.0,31.0
7522,38,56.5,48.0,59.0
7523,32,53.5,55.0,28.0
7524,40,57.5,48.0,45.0
7525,26,50.5,47.0,26.0
7526,58,66.5,61.0,61.0
7527,25,50.0,59.5,15.5
7528,40,57.5,25.0,68.0
7529,38,56.5,61.0,23.0
7530,32,53.5,51.0,29.0
7531,59,67.0,63.5,60.5
7532,60,67.5,49.0,80.0
7533,40,57.5,33.0,59.0
7534,69,72.5,79.5,79.5
7535,21,48.5,55.5,47.5
7536,35,55.5,24.5,28.5
7537,28,52.0,48.0,38.0
7538,28,52.0,36.0,57.0
7539,28,52.0,24.0,53.0
7540,21,48.5,23.5,26.5
7541,63,69.5,32.5,71.5
7542,53,64.5,47.5,61.5
7543,34,55.0,61.0,26.0
7544,32,54.0,42.0,28.0
7545,68,72.0,54.0,70.0
7546,50,63.0,44.0,63.0
7547,45,60.5,48.5,42.5
7548,56,66.0,77.0,61.0
7549,28,52.0,41.0,16.0
7550,47,61.5,57.5,31.5
7551,23,49.5,44.5,39.5
7552,28,52.0,60.0,26.0
7553,45,60.5,54.5,28.5
7554,45,60.5,45.5,65.5
7555,48,62.0,36.0,68.0
7556,68,72.0,71.0,51.0
7557,56,66.0,55.0,53.0
7558,53,64.5,62.5,37.5
7559,68,72.0,68.0,79.0
7560,48,62.0,54.0,49.0
7561,46,61.0,57.0,36.0
7562,33,54.5,50.5,61.5
7563,52,64.0,29.0,56.0
7564,50,63.0,61.0,50.0
7565,57,66.5,44.5,66.5
7566,81,78.5,42.5,64.5
7567,57,66.5,69.5,58.5
7568,23,49.5,40.5,47.5
7569,84,80.0,59.0,58.0
7570,33,54.5,60.5,29.5
7571,50,63.0,72.0,38.0
7572,62,69.0,78.0,59.0
7573,50,63.0,48.0,58.0
7574,52,64.0,46.0,26.0
7575,57,66.5,76.5,73.5
7576,29,52.5,20.5,44.5
7577,62,69.0,70.0,57.0
7578,39,57.5,22.5,27.5
7579,71,73.5,73.5,35.5
7580,46,61.0,64.0,44.0
7581,40,58.0,56.0,66.0
7582,19,47.5,36.5,23.5
7583,57,66.5,69.5,71.5
7584,61,68.5,74.5,77.5
7585,71,73.5,84.5,45.5
7586,37,56.5,62.5,63.5
7587,25,50.5,34.5,58.5
7588,51,63.5,25.5,73.5
7589,81,78.5,51.5,60.5
7590,47,61.5,63.5,58.5
7591,50,63.0,43.0,53.0
7592,47,61.5,43.5,71.5
7593,60,68.0,35.0,79.0
7594,47,61.5,53.5,50.5
7595,37,56.5,47.5,30.5
7596,29,52.5,49.5,31.5
7597,58,67.0,51.0,62.0
7598,51,63.5,58.5,69.5
7599,74,75.0,85.0,75.0
7600,74,75.0,74.0,42.0
7601,51,63.5,30.5,37.5
7602,40,58.0,63.0,57.0
7603,51,63.5,28.5,68.5
7604,47,61.5,64.5,50.5
7605,76,76.0,65.0,59.0
7606,37,56.5,30.5,61.5
7607,39,57.5,20.5,69.5
7608,37,56.5,66.5,45.5
7609,59,67.5,77.5,47.5
7610,25,50.5,14.5,23.5
7611,38,57.0,40.0,58.0
7612,59,67.5,74.5,61.5
7613,47,61.5,36.5,66.5
7614,55,65.5,33.5,49.5
7615,35,55.5,44.5,40.5
7616,31,53.5,33.5,29.5
7617,48,62.0,41.0,63.0
7618,43,59.5,68.5,46.5
7619,39,57.5,59.5,34.5
7620,55,65.5,34.5,36.5
7621,65,70.5,65.5,64.5
7622,48,62.0,42.0,24.0
7623,43,59.5,23.5,34.5
7624,25,50.5,12.5,44.5
7625,44,60.0,59.0,55.0
7626,51,63.5,33.5,54.5
7627,35,55.5,34.5,59.5
7628,66,71.0,46.0,38.0
7629,77,76.5,46.5,47.5
7630,48,62.0,70.0,34.0
7631,44,60.0,50.0,58.0
7632,54,65.0,71.0,28.0
7633,54,65.0,60.0,59.0
7634,44,60.0,38.0,69.0
7635,54,65.0,38.0,27.0
7636,18,47.0,31.0,14.0
7637,31,53.5,61.5,45.5
7638,35,55.5,59.5,54.5
7639,66,71.0,82.0,74.0
7640,67,71.5,75.5,43.5
7641,67,71.5,63.5,78.5
7642,23,49.5,27.5,46.5
7643,56,66.0,53.0,31.0
7644,67,71.5,67.5,57.5
7645,56,66.0,37.0,44.0
7646,67,71.5,36.5,53.5
7647,44,60.5,65.0,26.0
7648,18,47.5,24.0,43.0
7649,53,65.0,48.5,45.5
7650,64,70.5,36.0,79.0
7651,44,60.5,30.0,48.0
7652,65,71.0,49.5,69.5
7653,50,63.5,62.0,48.0
7654,48,62.5,71.0,56.0
7655,50,63.5,27.0,48.0
7656,31,54.0,52.5,44.5
7657,47,62.0,31.5,69.5
7658,50,63.5,39.0,49.0
7659,38,57.5,43.0,28.0
7660,35,56.0,66.5,55.5
7661,44,60.5,59.0,65.0
7662,26,51.5,53.0,47.0
7663,46,61.5,73.0,36.0
7664,78,77.5,59.0,66.0
7665,68,72.5,64.0,67.0
7666,56,66.5,74.0,61.0
7667,34,55.5,61.0,62.0
7668,51,64.0,42.5,32.5
7669,45,61.0,30.5,72.5
7670,47,62.0,65.5,69.5
7671,26,51.5,39.0,30.0
7672,49,63.0,43.5,72.5
7673,46,61.5,37.0,28.0
7674,45,61.0,66.5,66.5
7675,39,58.0,30.5,54.5
7676,42,59.5,21.0,34.0
7677,68,72.5,57.0,79.0
7678,60,68.5,73.0,78.0
7679,68,72.5,40.0,34.0
7680,51,64.0,73.5,31.5
7681,47,62.0,37.5,39.5
7682,33,55.0,45.5,19.5
7683,52,64.5,66.0,45.0
7684,36,56.5,62.0,32.0
7685,43,60.0,37.5,39.5
7686,68,72.5,55.0,40.0
7687,53,65.0,35.5,73.5
7688,40,58.5,34.0,66.0
7689,48,62.5,45.0,48.0
7690,14,45.5,41.0,44.0
7691,72,74.5,85.0,70.0
7692,68,72.5,44.0,83.0
7693,47,62.0,23.5,36.5
7694,28,52.5,30.0,26.0
7695,38,57.5,31.0,38.0
7696,22,49.5,16.0,28.0
7697,45,61.0,55.5,59.5
7698,42,59.5,38.0,30.0
7699,28,52.5,21.0,21.0
7700,63,70.0,47.5,33.5
7701,33,55.0,24.5,41.5
7702,77,77.0,80.5,76.5
7703,39,58.0,23.5,35.5
7704,24,50.5,44.0,39.0
7705,39,58.0,56.5,37.5
7706,68,72.5,49.0,58.0
7707,20,48.5,11.0,12.0
7708,48,62.5,58.0,25.0
7709,44,60.5,33.0,44.0
7710,41,59.0,33.5,50.5
7711,34,55.5,46.0,46.0
7712,50,63.5,63.0,39.0
7713,36,56.5,61.0,60.0
7714,42,59.5,50.0,28.0
7715,62,69.5,52.0,78.0
7716,29,53.0,56.5,43.5
7717,58,67.5,78.0,36.0
7718,57,67.0,77.5,49.5
7719,49,63.0,47.5,37.5
7720,45,61.0,59.5,36.5
7721,16,46.5,15.0,45.0
7722,55,66.0,31.5,35.5
7723,47,62.0,24.5,46.5
7724,43,60.0,28.5,59.5
7725,43,60.0,38.5,56.5
7726,25,51.0,39.5,40.5
7727,80,78.5,90.0,78.0
7728,31,54.0,62.5,26.5
7729,70,73.5,83.0,69.0
7730,46,61.5,59.0,30.0
7731,20,48.5,48.0,53.0
7732,59,68.0,46.5,69.5
7733,48,62.5,73.0,61.0
7734,66,71.5,83.0,66.0
7735,43,60.0,60.5,24.5
7736,37,57.0,56.5,18.5
7737,32,54.5,58.0,64.0
7738,50,63.5,41.0,25.0
7739,46,61.5,71.0,62.0
7740,59,68.0,37.5,71.5
7741,47,62.0,43.5,46.5
7742,39,58.0,66.5,42.5
7743,70,73.5,57.0,43.0
7744,46,61.5,27.0,55.0
7745,51,64.0,37.5,68.5
7746,40,58.5,61.0,48.0
7747,61,69.0,62.5,37.5
7748,52,64.5,73.0,44.0
7749,37,57.0,54.5,28.5
7750,51,64.0,37.5,41.5
7751,28,52.5,61.0,60.0
7752,67,72.0,49.5,36.5
7753,37,57.0,61.5,51.5
7754,37,57.0,40.5,34.5
7755,46,61.5,73.0,53.0
7756,51,64.0,36.5,60.5
7757,28,53.0,33.0,37.0
7758,50,64.0,53.0,62.0
7759,47,62.5,70.5,38.5
7760,47,62.5,65.5,73.5
7761,50,64.0,42.0,72.0
7762,51,64.5,71.5,41.5
7763,46,62.0,37.0,43.0
7764,51,64.5,61.5,57.5
7765,45,61.5,23.5,48.5
7766,52,65.0,64.0,49.0
7767,45,61.5,23.5,56.5
7768,45,61.5,49.5,67.5
7769,45,61.5,71.5,56.5
7770,52,65.0,35.0,53.0
7771,53,65.5,76.5,29.5
7772,21,49.5,24.5,18.5
7773,86,82.0,88.0,88.0
7774,42,60.0,44.0,24.0
7775,42,60.0,62.0,22.0
7776,21,49.5,40.5,58.5
7777,54,66.0,57.0,51.0
7778,42,60.0,23.0,21.0
7779,55,66.5,61.5,56.5
7780,55,66.5,67.5,77.5
7781,41,59.5,69.5,28.5
7782,31,54.5,53.5,19.5
7783,22,50.0,21.0,46.0
7784,56,67.0,40.0,40.0
7785,56,67.0,37.0,47.0
7786,56,67.0,31.0,32.0
7787,56,67.0,70.0,74.0
7788,31,54.5,32.5,59.5
7789,39,58.5,68.5,24.5
7790,39,58.5,25.5,19.5
7791,39,58.5,28.5,19.5
7792,39,58.5,20.5,55.5
7793,39,58.5,37.5,54.5
7794,39,58.5,51.5,39.5
7795,38,58.0,48.0,23.0
7796,59,68.5,35.5,48.5
7797,59,68.5,38.5,47.5
7798,25,51.5,33.5,20.5
7799,37,57.5,49.5,59.5
7800,37,57.5,41.5,48.5
7801,59,68.5,47.5,74.5
7802,60,69.0,32.0,32.0
7803,60,69.0,76.0,52.0
7804,60,69.0,51.0,35.0
7805,80,79.0,67.0,58.0
7806,61,69.5,37.5,66.5
7807,35,56.5,52.5,66.5
7808,26,52.0,56.0,22.0
7809,62,70.0,51.0,34.0
7810,35,56.5,67.5,38.5
7811,35,56.5,30.5,32.5
7812,35,56.5,55.5,61.5
7813,35,56.5,49.5,52.5
7814,35,56.5,35.5,35.5
7815,64,71.0,37.0,82.0
7816,34,56.0,66.0,18.0
7817,64,71.0,50.0,48.0
7818,65,71.5,77.5,68.5
7819,34,56.0,50.0,36.0
7820,66,72.0,56.0,71.0
7821,66,72.0,58.0,47.0
7822,78,78.0,74.0,42.0
7823,68,73.0,73.0,59.0
7824,28,53.0,36.0,20.0
7825,32,55.0,30.0,40.0
7826,79,78.5,71.5,42.5
7827,32,55.0,52.0,56.0
7828,72,75.0,44.0,74.0
7829,73,75.5,69.5,66.5
7830,77,77.5,43.5,74.5
7831,31,54.5,53.5,59.5
7832,49,63.5,24.5,66.5
7833,49,63.5,45.5,28.5
7834,18,48.0,53.0,45.0
7835,49,63.5,53.5,71.5
7836,49,63.5,31.5,31.5
7837,50,64.0,59.0,44.0
7838,43,61.0,21.5,64.5
7839,46,62.5,44.0,64.0
7840,67,73.0,58.5,44.5
7841,35,57.0,19.5,35.5
7842,28,53.5,18.0,31.0
7843,65,72.0,54.5,35.5
7844,28,53.5,37.0,60.0
7845,72,75.5,48.0,71.0
7846,47,63.0,38.5,64.5
7847,39,59.0,42.5,23.5
7848,72,75.5,49.0,63.0
7849,72,75.5,61.0,39.0
7850,57,68.0,73.5,60.5
7851,50,64.5,52.0,32.0
7852,59,69.0,55.5,29.5
7853,58,68.5,33.0,43.0
7854,38,58.5,29.0,25.0
7855,41,60.0,32.5,36.5
7856,46,62.5,66.0,62.0
7857,55,67.0,47.5,73.5
7858,50,64.5,73.0,64.0
7859,59,69.0,52.5,77.5
7860,33,56.0,16.5,31.5
7861,40,59.5,51.0,63.0
7862,55,67.0,64.5,66.5
7863,57,68.0,58.5,74.5
7864,42,60.5,59.0,29.0
7865,49,64.0,61.5,29.5
7866,33,56.0,62.5,37.5
7867,44,61.5,50.0,46.0
7868,41,60.0,59.5,25.5
7869,50,64.5,52.0,57.0
7870,51,65.0,52.5,36.5
7871,32,55.5,40.0,34.0
7872,43,61.0,42.5,28.5
7873,49,64.0,73.5,31.5
7874,41,60.0,50.5,40.5
7875,35,57.0,47.5,65.5
7876,44,61.5,60.0,64.0
7877,44,61.5,51.0,50.0
7878,48,63.5,72.0,55.0
7879,42,60.5,45.0,37.0
7880,59,69.0,73.5,33.5
7881,69,74.0,78.5,56.5
7882,55,67.0,68.5,28.5
7883,51,65.0,75.5,54.5
7884,69,74.0,61.5,41.5
7885,31,55.0,54.5,42.5
7886,49,64.0,40.5,74.5
7887,43,61.0,62.5,50.5
7888,53,66.0,60.5,46.5
7889,43,61.0,50.5,56.5
7890,65,72.0,74.5,55.5
7891,44,61.5,64.0,30.0
7892,44,61.5,42.0,36.0
7893,63,71.0,34.5,67.5
7894,39,59.0,46.5,22.5
7895,44,61.5,28.0,62.0
7896,54,66.5,28.0,45.0
7897,60,69.5,78.0,79.0
7898,44,61.5,43.0,67.0
7899,64,71.5,44.0,80.0
7900,36,57.5,57.0,45.0
7901,48,63.5,28.0,61.0
7902,39,59.0,49.5,50.5
7903,42,60.5,41.0,62.0
7904,58,68.5,29.0,41.0
7905,53,66.0,58.5,28.5
7906,29,54.0,49.5,41.5
7907,53,66.0,66.5,51.5
7908,53,66.0,58.5,40.5
7909,81,80.0,90.5,88.5
7910,41,60.0,28.5,68.5
7911,52,65.5,31.0,68.0
7912,53,66.0,57.5,50.5
7913,38,58.5,25.0,56.0
7914,59,69.0,42.5,63.5
7915,60,69.5,52.0,33.0
7916,66,72.5,69.0,78.0
7917,33,56.0,58.5,16.5
7918,46,62.5,64.0,50.0
7919,60,69.5,51.0,69.0
7920,25,52.0,49.5,30.5
7921,28,53.5,26.0,32.0
7922,63,71.0,70.5,67.5
7923,67,73.0,53.5,34.5
7924,48,63.5,63.0,44.0
7925,28,53.5,16.0,26.0
7926,25,52.0,23.5,12.5
7927,75,77.0,64.5,46.5
7928,37,58.0,68.5,19.5
7929,44,61.5,69.0,52.0
7930,35,57.0,60.5,53.5
7931,50,64.5,44.0,62.0
7932,38,58.5,42.0,37.0
7933,47,63.0,28.5,32.5
7934,28,53.5,19.0,59.0
7935,43,61.5,40.5,21.5
7936,58,69.0,66.0,69.0
7937,42,61.0,64.0,69.0
7938,42,61.0,23.0,68.0
7939,26,53.0,57.0,16.0
7940,48,64.0,26.0,66.0
7941,37,58.5,45.5,67.5
7942,59,69.5,48.5,60.5
7943,56,68.0,65.0,73.0
7944,38,59.0,33.0,23.0
7945,57,68.5,43.5,29.5
7946,59,69.5,68.5,47.5
7947,58,69.0,63.0,72.0
